CCE,Rule ID,Title,Discussion,Mechanism,Check,Check Result,Fix,800-53r5,800-171,SRG,SFR,DISA STIG,CIS Benchmark,CIS v8,CMMC,indigo,CCI,Severity,Modified Rule
CCE-92812-7,os_ir_support_disable,Disable Infrared (IR) support,"Infrared (IR) support _MUST_ be disabled to prevent users from controlling the system with IR devices.

By default, if IR is enabled, the system will accept IR control from any remote device.

NOTE: This is applicable only to models of Mac Mini systems earlier than Mac Mini8,1.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.driver.AppleIRController')\
.objectForKey('DeviceEnabled').js
EOS
",{'string': 'false'},"NOTE: The following settings are in the (com.apple.ManagedClient.preferences) payload. This payload requires the additional settings to be sub-payloads within, containing their defined payload types.

Create a configuration profile containing the following keys in the (com.apple.driver.AppleIRController) payload type:

[source,xml]
----
<key>DeviceEnabled</key>
<false/>
----

","AC-18
CM-7
CM-7(1)","03.01.16
03.04.06",,,,,"4.1
4.8
12.6","AC.L2-3.1.16
CM.L2-3.4.6
CM.L2-3.4.7",,,,
CCE-92814-3,os_library_validation_enabled,Enable Library Validation,Library validation  _MUST_ be enabled.,Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.security.libraryvalidation')\
.objectForKey('DisableLibraryValidation').js
EOS
",{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.security.libraryvalidation) payload type:

[source,xml]
----
<key>DisableLibraryValidation</key>
<false/>
----

",,,,,,,"2.3
2.6",,,,,
CCE-93018-0,os_loginwindow_adminhostinfo_undefined,Prevent AdminHostInfo from Being Available at LoginWindow,"The system _MUST_ be configured to not display sensitive information at the LoginWindow. The key AdminHostInfo when configured will allow the HostName, IP Address, and operating system version and build to be displayed.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.loginwindow')\
.objectIsForcedForKey('AdminHostInfo')
EOS
",{'string': 'false'},"This is implemented by a Configuration Profile.
",AC-11(1),03.01.10,SRG-OS-000031-GPOS-00012,,APPL-14-000009,,,,,CCI-000060,medium,
CCE-92820-0,os_mail_app_disable,Disable Mail App,"The macOS built-in Mail.app _MUST_ be disabled.

The Mail.app contains functionality that can establish connections to Apple's iCloud, even when security controls to disable iCloud access have been put in place.

[IMPORTANT]
====
Some organizations allow the use of the built-in Mail.app for organizational communication. Information System Security Officers (ISSOs) may make the risk-based decision not to disable the macOS built-in Mail.app to avoid losing this functionality, but they are advised to first fully weigh the potential risks posed to their organization.
====

[IMPORTANT]
====
Apple has deprecated the use of link:https://github.com/apple/device-management/blob/eb51fb0cb9626cac4717858556912c257a734ce0/mdm/profiles/com.apple.applicationaccess.new.yaml#L67-L70[application restriction controls], using these controls may not work as expected. Third party software may be required to fulfill the compliance requirements.
====
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
function run() {
  let pref1 = ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess.new')\
  .objectForKey('familyControlsEnabled'))
  let pathlist = $.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess.new')\
  .objectForKey('pathBlackList').js
  for ( let app in pathlist ) {
      if ( ObjC.unwrap(pathlist[app]) == ""/Applications/Mail.app"" && pref1 == true ){
          return(""true"")
      }
  }
  return(""false"")
  }
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess.new) payload type:

[source,xml]
----
<key>familyControlsEnabled</key>
<true/>
<key>pathBlackList</key>
<array>
    <string>/Applications/Mail.app</string>
</array>
----

","AC-20
CM-7
CM-7(1)","03.01.20
03.04.06",,,,,"4.1
4.8","AC.L1-3.1.20
CM.L2-3.4.6
CM.L2-3.4.7",,,medium,
CCE-92824-2,os_mdm_require,Enforce Enrollment in Mobile Device Management,"You _MUST_ enroll your Mac in a Mobile Device Management (MDM) software.

User Approved MDM (UAMDM) enrollment or enrollment via Apple Business Manager (ABM)/Apple School Manager (ASM) is required to manage certain security settings. Currently these include:

* Allowed Kernel Extensions
* Allowed Approved System Extensions
* Privacy Preferences Policy Control Payload
* ExtensibleSingleSignOn
* FDEFileVault

In macOS 11, UAMDM grants Supervised status on a Mac, unlocking the following MDM features, which were previously locked behind ABM:

* Activation Lock Bypass
* Access to Bootstrap Tokens
* Scheduling Software Updates
* Query list and delete local users
",Manual,"/usr/bin/profiles status -type enrollment | /usr/bin/awk -F: '/MDM enrollment/ {print $2}' | /usr/bin/grep -c ""Yes (User Approved)""
",{'integer': 1},"Ensure that system is enrolled via UAMDM.
","CM-2
CM-6","03.04.01
03.04.02",SRG-OS-000480-GPOS-00227,,APPL-14-005110,1.8 (level 1),"4.1
5.1",CM.L2-3.4.2,,CCI-000366,medium,
CCE-92825-9,os_messages_app_disable,Disable Messages App,"The macOS built-in Messages.app _MUST_ be disabled.

The Messages.app establishes a connection to Apple's iCloud service, even when security controls to disable iCloud access have been put in place.

[IMPORTANT]
====
Apple has deprecated the use of link:https://github.com/apple/device-management/blob/eb51fb0cb9626cac4717858556912c257a734ce0/mdm/profiles/com.apple.applicationaccess.new.yaml#L67-L70[application restriction controls], using these controls may not work as expected. Third party software may be required to fulfill the compliance requirements.
====
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
function run() {
  let pref1 = ObjC.unwrap($.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess.new')\
  .objectForKey('familyControlsEnabled'))
  let pathlist = $.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess.new')\
  .objectForKey('pathBlackList').js
  for ( let app in pathlist ) {
      if ( ObjC.unwrap(pathlist[app]) == ""/Applications/Messages.app"" && pref1 == true ){
          return(""true"")
      }
  }
  return(""false"")
  }
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess.new) payload type:

[source,xml]
----
<key>familyControlsEnabled</key>
<true/>
<key>pathBlackList</key>
<array>
    <string>/Applications/Messages.app</string>
</array>
----

","AC-20
CM-7
CM-7(1)","03.01.20
03.04.06",,,,,"4.1
4.8","AC.L1-3.1.20
CM.L2-3.4.6
CM.L2-3.4.7",,,low,
CCE-92828-3,os_mobile_file_integrity_enable,Enable Apple Mobile File Integrity,Mobile file integrity _MUST_ be enabled.,Script,"/usr/sbin/nvram -p | /usr/bin/grep -c ""amfi_get_out_of_my_way=1""
",{'integer': 0},"[source,bash]
----
/usr/sbin/nvram boot-args=""""
----
",,,,,,5.1.3 (level 1),"2.3
2.6",,,,,
CCE-92829-1,os_newsyslog_files_owner_group_configure,Configure System Log Files Owned by Root and Group to Wheel,"The system log files _MUST_ be owned by root.

System logs contain sensitive data about the system and users. If log files are set to only be readable and writable by system administrators, the risk is mitigated.
",Script,"/usr/bin/stat -f '%Su:%Sg:%N' $(/usr/bin/grep -v '^#' /etc/newsyslog.conf | /usr/bin/awk '{ print $1 }') 2> /dev/null | /usr/bin/awk '!/^root:wheel:/{print $1}' | /usr/bin/wc -l | /usr/bin/tr -d ' '
",{'integer': 0},"[source,bash]
----
/usr/sbin/chown root:wheel $(/usr/bin/stat -f '%Su:%Sg:%N' $(/usr/bin/grep -v '^#' /etc/newsyslog.conf | /usr/bin/awk '{ print $1 }') 2> /dev/null | /usr/bin/awk -F"":"" '!/^root:wheel:/{print $3}')
----
",SI-11,,"SRG-OS-000206-GPOS-00084
SRG-OS-000205-GPOS-00083",,APPL-14-004030,,,,,"CCI-001312
CCI-001314",medium,
CCE-92830-9,os_newsyslog_files_permissions_configure,Configure System Log Files to Mode 640 or Less Permissive,"The system logs _MUST_ be configured to be writable by root and readable only by the root user and group wheel. To achieve this, system log files _MUST_ be configured to mode 640 permissive or less; thereby preventing normal users from reading, modifying or deleting audit logs. System logs frequently contain sensitive information that could be used by an attacker. Setting the correct permissions mitigates this risk.
",Script,"/usr/bin/stat -f '%A:%N' $(/usr/bin/grep -v '^#' /etc/newsyslog.conf | /usr/bin/awk '{ print $1 }') 2> /dev/null | /usr/bin/awk '!/640/{print $1}' | /usr/bin/wc -l | /usr/bin/tr -d ' '
",{'integer': 0},"[source,bash]
----
/bin/chmod 640 $(/usr/bin/stat -f '%A:%N' $(/usr/bin/grep -v '^#' /etc/newsyslog.conf | /usr/bin/awk '{ print $1 }') 2> /dev/null | /usr/bin/awk '!/640/{print $1}' | awk -F"":"" '!/640/{print $2}')
----
",SI-11,,"SRG-OS-000206-GPOS-00084
SRG-OS-000205-GPOS-00083",,APPL-14-004040,,,,,"CCI-001312
CCI-001314",medium,
CCE-92831-7,os_nfsd_disable,Disable Network File System Service,"Support for Network File Systems (NFS) services is non-essential and, therefore, _MUST_ be disabled.
",Script,"/bin/launchctl print-disabled system | /usr/bin/grep -c '""com.apple.nfsd"" => disabled'
",{'integer': 1},"[source,bash]
----
/bin/launchctl disable system/com.apple.nfsd
----
The system may need to be restarted for the update to take effect.
","AC-3
AC-17
CM-7","03.01.02
03.04.06",SRG-OS-000080-GPOS-00048,,APPL-14-002003,4.3 (level 1),"4.1
4.8",AC.L1-3.1.1,,CCI-000213,medium,
CCE-92841-6,os_on_device_dictation_enforce,Enforce On Device Dictation,"Dictation _MUST_ be restricted to on device only to prevent potential data exfiltration.

The information system _MUST_ be configured to provide only essential capabilities.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('forceOnDeviceOnlyDictation').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>forceOnDeviceOnlyDictation</key>
<true/>
----

","AC-20
CM-7
CM-7(1)
SC-7(10)","03.01.20
03.04.06",SRG-OS-000095-GPOS-00049,,APPL-14-002220,2.18.1 (level 1),"4.1
4.8","AC.L1-3.1.20
CM.L2-3.4.6
CM.L2-3.4.7",,CCI-000381,medium,
CCE-92842-4,os_parental_controls_enable,Enable Parental Controls,"Parental Controls _MUST_ be enabled.

Control of program execution is a mechanism used to prevent program execution of unauthorized programs, which is critical to maintaining a secure system baseline.

Parental Controls on the macOS consist of many different payloads, which are set individually depending on the type of control required. Enabling parental controls allows for further configuration of these restrictions.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess.new')\
.objectForKey('familyControlsEnabled').js
EOS
",{'string': 'true'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess.new) payload type:

[source,xml]
----
<key>familyControlsEnabled</key>
<true/>
----

",CM-7(2),03.04.06,,,,,4.8,,,,,
CCE-92843-2,os_password_autofill_disable,Disable Password Autofill,"Password Autofill _MUST_ be disabled.

macOS allows users to save passwords and use the Password Autofill feature in Safari and compatible apps. To protect against malicious users gaining access to the system, this feature _MUST_ be disabled to prevent users from being prompted to save passwords in applications.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowPasswordAutoFill').js
EOS
",{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowPasswordAutoFill</key>
<false/>
----

",CM-7,03.04.06,SRG-OS-000095-GPOS-00049,,APPL-14-002190,,,"CM.L2-3.4.6
CM.L2-3.4.7
IA.L2-3.5.8
IA.L2-3.5.9",,CCI-000381,medium,
CCE-92844-0,os_password_hint_remove,Remove Password Hint From User Accounts,"User accounts _MUST_ not contain password hints.
",Script,"HINT=$(/usr/bin/dscl . -list /Users hint | /usr/bin/awk '{ print $2 }')

if [ -z ""$HINT"" ]; then
  echo ""PASS""
else
  echo ""FAIL""
fi
",{'string': 'PASS'},"[source,bash]
----
for u in $(/usr/bin/dscl . -list /Users UniqueID | /usr/bin/awk '$2 > 500 {print $1}'); do
  /usr/bin/dscl . -delete /Users/$u hint
done
----
",IA-6,03.05.11,SRG-OS-000079-GPOS-00047,,APPL-14-003014,2.11.1 (level 1),5.2,IA.L2-3.5.11,,CCI-000206,medium,
CCE-92845-7,os_password_proximity_disable,Disable Proximity Based Password Sharing Requests,"Proximity based password sharing requests _MUST_ be disabled.

The default behavior of macOS is to allow users to request passwords from other known devices (macOS and iOS). This feature _MUST_ be disabled to prevent passwords from being shared.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowPasswordProximityRequests').js
EOS
",{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowPasswordProximityRequests</key>
<false/>
----

",IA-5,03.05.12,SRG-OS-000095-GPOS-00049,,APPL-14-005060,,"4.1
4.8","IA.L2-3.5.8
IA.L2-3.5.9",,CCI-000381,medium,
CCE-92846-5,os_password_sharing_disable,Disable Password Sharing,"Password Sharing _MUST_ be disabled.

The default behavior of macOS is to allow users to share a password over Airdrop between other macOS and iOS devices. This feature _MUST_ be disabled to prevent passwords from being shared.
",Configuration Profile,"/usr/bin/osascript -l JavaScript << EOS
$.NSUserDefaults.alloc.initWithSuiteName('com.apple.applicationaccess')\
.objectForKey('allowPasswordSharing').js
EOS
",{'string': 'false'},"Create a configuration profile containing the following keys in the (com.apple.applicationaccess) payload type:

[source,xml]
----
<key>allowPasswordSharing</key>
<false/>
----

",IA-5,03.05.12,,,,,"4.1
4.8","IA.L2-3.5.8
IA.L2-3.5.9",,,,
